Student_ID,Gender,Age,Study_Hours_Per_Day,Attendance_Percentage,Previous_Exam_Score,Assignments_Completed,Sleep_Hours,Internet_Usage_Hours,Social_Media_Hours,Extra_Curricular,Family_Income,Parental_Education,Distance_From_College_km,Class_Participation,Stress_Level,Final_Exam_Score
985,Male,20,0.8,63.1,87.1,6,5.1,4.2,4.8,No,High,Graduate,25.2,4,10,33.7
986,Female,18,3.7,86.0,87.5,5,6.6,1.1,2.9,Yes,Low,High School,3.1,9,3,69.4
987,Female,24,3.6,74.6,79.1,5,5.7,4.6,4.1,Yes,High,Postgraduate,20.2,9,10,58.9
988,Female,24,2.1,75.2,45.8,14,5.8,2.8,1.9,Yes,High,High School,24.1,1,4,43.6
989,Male,20,1.5,57.4,81.4,17,8.8,1.8,3.6,Yes,Low,High School,15.7,10,3,59.0
990,Male,17,5.1,94.8,50.2,17,4.9,4.7,1.1,No,Medium,High School,5.1,5,6,67.1
991,Female,24,6.4,86.4,40.6,4,7.3,1.5,5.2,Yes,High,Graduate,29.8,9,2,67.5
992,Male,18,3.0,56.5,35.7,0,8.0,5.8,6.1,Yes,Medium,High School,13.7,1,2,28.5
993,Male,21,7.2,84.1,38.6,20,7.9,5.2,5.2,No,Medium,High School,3.5,6,6,72.7
994,Female,17,6.6,82.0,71.3,15,5.8,4.7,5.5,No,Medium,Graduate,2.2,3,3,78.4
995,Female,19,3.8,56.2,72.8,0,7.5,7.2,3.0,No,Medium,Postgraduate,4.6,6,2,50.1
996,Male,17,3.6,90.9,67.2,10,6.2,1.3,2.5,No,Low,Graduate,7.0,3,10,50.7
997,Male,21,3.6,93.5,70.2,19,6.1,8.0,5.5,Yes,Low,Graduate,8.3,9,3,71.4
998,Female,20,4.5,95.1,92.7,0,5.7,6.1,6.8,Yes,Medium,Postgraduate,23.2,3,9,58.2
999,Female,23,4.5,57.9,51.9,4,7.5,2.0,3.1,No,Low,High School,8.0,5,3,50.4
1000,Male,23,3.6,87.3,58.2,16,6.4,1.7,6.7,No,High,Graduate,5.5,5,2,63.1
1001,Male,21,7.6,71.8,53.3,1,5.3,6.5,5.2,Yes,High,High School,20.4,6,6,60.7
1002,Female,20,4.0,68.8,84.9,9,6.8,7.7,3.9,Yes,Medium,Graduate,22.0,1,4,60.2
1003,Male,20,1.5,82.5,78.9,10,4.7,5.8,0.9,No,Low,Postgraduate,8.5,5,4,50.1
1004,Male,17,2.9,86.9,59.9,7,8.1,6.6,1.1,Yes,Low,Postgraduate,3.7,10,8,54.4
1005,Female,22,5.6,77.2,43.5,20,6.0,2.6,6.2,No,Low,Graduate,28.9,1,2,69.6
1006,Female,23,6.9,90.1,80.4,16,8.5,1.1,1.7,Yes,High,High School,25.3,1,1,83.1
1007,Female,17,4.4,55.6,78.4,10,6.6,5.9,2.2,Yes,Medium,Graduate,18.7,5,10,50.6
1008,Female,20,3.1,94.9,39.8,19,4.8,1.9,3.9,Yes,Medium,Postgraduate,14.8,10,5,60.2
1009,Male,18,6.8,81.4,82.7,13,5.4,6.7,1.5,Yes,Medium,Graduate,10.7,4,10,72.8
1010,Female,20,3.6,59.2,93.8,9,5.1,4.8,6.6,No,Medium,Graduate,13.6,1,6,53.8
1011,Male,20,6.4,57.1,78.7,3,7.9,4.0,6.0,No,Medium,Graduate,26.7,1,4,61.0
1012,Male,21,1.2,94.2,36.7,4,7.6,1.5,6.6,No,Medium,High School,24.7,4,2,41.2
1013,Female,21,4.3,63.3,71.0,15,7.3,4.4,5.5,Yes,Low,High School,9.8,3,10,51.5
1014,Male,20,4.7,90.7,97.1,6,6.0,2.7,6.1,Yes,High,Graduate,18.8,9,9,64.4
1015,Female,21,1.4,59.6,58.3,0,7.2,1.3,2.9,Yes,Low,Postgraduate,29.9,10,10,36.0
1016,Female,24,7.9,81.2,45.4,19,7.7,5.4,4.6,Yes,High,Graduate,5.2,10,10,81.3
1017,Male,19,6.4,81.1,75.1,18,5.6,3.3,1.2,Yes,Low,High School,25.3,1,9,73.9
1018,Female,19,6.6,65.0,84.2,13,6.3,4.9,6.6,No,High,High School,14.3,7,10,72.3
1019,Female,22,3.6,95.1,75.4,5,7.9,3.2,6.6,Yes,High,High School,20.1,4,9,52.0
1020,Female,22,4.7,55.8,86.6,9,8.2,7.3,6.7,Yes,High,High School,12.8,2,3,63.4
1021,Male,17,6.2,79.5,44.2,8,4.9,4.9,4.2,No,Medium,High School,20.5,6,7,60.0
1022,Female,23,5.6,61.6,47.0,16,5.9,3.4,6.5,Yes,Low,Postgraduate,24.1,2,5,60.8
1023,Female,23,2.8,77.9,74.4,1,8.3,6.8,1.6,No,Low,High School,4.4,4,1,46.3
1024,Female,17,7.8,72.4,47.7,2,7.5,6.7,2.7,No,Low,Graduate,19.3,1,1,65.5
1025,Male,17,1.0,88.2,38.4,13,8.0,7.0,3.9,No,Low,Postgraduate,9.1,10,8,47.1
1026,Female,19,0.6,77.3,62.9,9,6.3,1.4,6.6,Yes,Medium,High School,17.1,3,7,38.9
1027,Female,17,1.2,94.3,80.7,15,8.7,7.5,6.9,No,High,Postgraduate,16.5,10,10,52.7
1028,Female,18,1.0,63.8,47.8,7,4.9,1.9,6.6,No,High,High School,14.5,6,3,33.9
1029,Female,19,2.0,99.8,92.2,3,4.9,2.1,3.0,No,Medium,Postgraduate,17.6,4,7,48.8
1030,Male,22,3.1,60.5,48.7,2,8.5,4.8,2.5,Yes,Low,Graduate,9.5,10,1,52.5
1031,Male,19,0.8,91.8,62.2,9,9.0,2.7,1.8,No,High,Graduate,20.4,5,2,48.2
1032,Male,20,1.8,63.4,35.9,5,7.4,7.1,6.3,No,High,Graduate,6.0,10,9,37.3
1033,Male,19,4.6,88.1,66.0,19,6.5,6.3,6.1,No,Medium,High School,10.8,4,9,61.6
1034,Male,24,4.8,75.2,81.5,15,8.0,5.1,5.2,No,High,High School,12.7,7,7,71.7
1035,Male,19,7.5,65.6,60.5,4,8.4,1.1,5.5,Yes,High,Graduate,10.5,7,9,57.7
1036,Male,18,1.7,99.6,77.8,11,4.6,3.3,6.9,Yes,Low,Postgraduate,5.0,2,5,49.8
1037,Female,17,4.8,98.6,82.6,1,7.0,4.7,4.9,Yes,Low,High School,25.7,4,7,59.6
1038,Female,19,6.5,97.8,78.6,7,7.5,4.8,6.8,No,High,Graduate,25.5,10,5,77.8
1039,Female,18,5.1,79.9,39.2,2,5.8,4.2,4.0,No,Low,High School,27.0,8,1,59.0
1040,Female,24,3.5,72.6,47.3,5,4.6,5.3,2.3,No,Medium,Postgraduate,5.3,2,10,31.6
1041,Male,22,5.2,96.2,66.9,4,8.3,1.9,3.9,Yes,Medium,Postgraduate,6.4,4,8,62.4
1042,Female,24,5.2,65.7,38.3,8,8.5,5.6,6.1,Yes,Low,Postgraduate,4.6,7,7,53.1
1043,Female,20,2.6,79.4,84.0,10,8.3,2.9,1.7,Yes,Medium,Postgraduate,9.5,9,7,60.4
1044,Male,22,5.3,83.5,43.4,17,7.8,6.9,5.6,No,Low,Graduate,3.3,4,4,64.5
1045,Male,23,5.6,69.8,68.6,10,7.8,7.5,1.7,Yes,High,High School,11.0,6,7,60.5
1046,Female,22,5.1,85.9,41.4,16,5.0,6.0,2.9,Yes,High,Graduate,22.9,1,8,55.0
1047,Male,24,6.3,67.9,51.5,0,5.4,5.4,1.3,No,Low,High School,6.8,9,10,48.5
1048,Male,22,6.7,70.0,49.9,1,4.9,3.5,3.1,No,Low,High School,7.3,2,6,48.7
1049,Female,17,1.8,82.9,48.5,13,6.6,6.9,3.9,Yes,High,Graduate,28.6,4,7,44.3
1050,Male,24,1.6,93.9,85.6,9,8.8,6.5,0.7,Yes,High,Postgraduate,25.2,6,3,59.2
1051,Male,22,6.2,55.3,57.7,7,8.3,4.7,6.1,No,Medium,High School,28.7,6,7,53.1
1052,Female,21,7.0,81.3,61.2,14,6.9,3.0,6.1,No,High,Postgraduate,13.2,3,8,69.2
1053,Female,22,3.2,94.0,84.6,19,5.8,4.5,2.5,Yes,Low,High School,26.6,10,2,85.6
1054,Male,22,0.8,91.1,58.5,7,7.1,7.1,1.0,No,Low,High School,1.2,4,3,45.4
1055,Female,23,3.0,56.5,47.9,20,6.4,6.2,4.9,No,Low,Graduate,28.9,5,5,51.9
1056,Male,22,5.7,97.1,61.7,20,8.0,6.0,2.4,Yes,Medium,Graduate,7.1,7,3,84.3
1057,Male,20,7.7,78.7,85.7,5,7.7,6.7,1.2,Yes,High,High School,19.2,3,4,77.6
1058,Male,19,5.2,57.7,81.5,2,6.8,3.9,3.7,No,Medium,Postgraduate,21.5,4,9,51.4
1059,Female,19,5.5,63.0,46.4,11,6.7,3.2,5.4,No,Low,Postgraduate,28.3,6,9,54.9
1060,Male,24,2.9,82.8,67.2,14,6.2,5.6,2.1,Yes,High,Graduate,6.1,2,7,48.7
1061,Male,20,3.9,64.7,62.9,6,8.7,5.6,6.8,No,Low,High School,22.3,1,6,40.5
1062,Male,20,6.5,84.6,71.9,20,5.9,4.9,1.4,No,High,Graduate,8.7,3,6,79.2
1063,Female,24,1.4,87.6,64.2,15,5.5,6.7,2.4,Yes,Low,Graduate,18.5,1,10,41.7
1064,Female,18,6.9,81.2,35.2,18,5.3,1.5,0.9,Yes,Medium,Postgraduate,27.0,4,10,62.9
1065,Female,17,3.0,81.1,70.2,16,5.6,2.0,5.8,Yes,Low,High School,26.6,2,3,62.0
1066,Female,22,2.5,79.9,73.2,14,6.8,4.5,4.2,Yes,Low,Postgraduate,16.5,6,4,62.6
1067,Female,18,7.4,90.9,93.1,1,5.4,2.9,2.5,No,Low,Graduate,25.2,7,2,83.7
1068,Male,21,1.7,64.5,80.9,2,4.6,2.0,4.3,Yes,Medium,Graduate,20.0,10,6,49.1
1069,Female,18,6.0,63.7,73.6,6,8.6,5.0,6.9,Yes,Low,Graduate,2.4,2,4,60.5
1070,Male,17,1.6,61.8,48.1,3,8.4,7.5,6.7,Yes,High,Postgraduate,20.5,7,8,34.2
1071,Female,20,1.4,72.2,41.6,5,4.7,5.3,0.7,Yes,High,Postgraduate,22.2,3,6,32.8
1072,Female,19,0.8,80.7,62.2,10,5.4,1.1,1.7,Yes,Low,Graduate,1.7,5,9,36.3
1073,Female,19,4.7,72.8,68.1,10,8.4,5.0,2.6,Yes,High,High School,21.3,3,3,62.2
1074,Male,24,3.3,98.5,80.5,2,8.1,6.2,0.5,Yes,Low,High School,29.1,4,10,50.7
1075,Female,18,1.4,67.4,61.7,11,7.0,4.8,3.0,Yes,Low,High School,29.7,3,4,47.9
1076,Female,18,7.5,74.0,57.8,5,6.7,4.9,2.3,No,Medium,Postgraduate,1.6,3,10,59.3
1077,Female,17,2.2,60.7,52.7,20,8.8,1.7,2.6,Yes,Low,High School,1.5,3,1,52.6
1078,Female,22,3.2,95.7,95.3,18,8.6,5.5,2.9,No,Medium,Graduate,25.5,5,10,64.2
1079,Male,18,7.6,66.3,88.0,4,8.3,2.8,3.3,Yes,Low,High School,24.4,2,1,73.9
1080,Male,18,6.0,73.6,49.5,14,6.3,6.3,1.1,No,Medium,High School,5.3,3,7,61.0
1081,Female,20,0.7,87.4,96.4,1,6.6,2.4,0.8,No,Low,High School,24.6,8,2,51.4
1082,Female,19,2.7,98.6,95.1,15,5.9,6.6,1.6,No,High,Postgraduate,20.6,4,1,68.1
1083,Male,24,3.9,86.7,72.6,15,4.6,1.8,0.5,No,Medium,Graduate,13.7,4,4,66.4
1084,Female,23,1.6,70.9,39.0,7,8.2,5.9,3.6,No,Low,Graduate,29.0,1,1,41.6
1085,Female,20,5.2,56.1,39.3,3,4.7,5.1,4.8,Yes,High,Postgraduate,23.0,2,5,36.6
1086,Male,21,6.9,83.4,52.0,0,5.9,5.7,5.1,No,Medium,Postgraduate,16.3,6,3,57.1
1087,Female,18,4.2,65.1,39.1,14,7.2,5.8,5.8,No,Medium,High School,5.3,7,10,49.6
1088,Female,18,4.1,97.9,65.6,18,5.7,2.6,1.6,No,Low,High School,21.6,6,7,65.7
1089,Female,17,7.3,62.4,62.1,4,4.6,4.3,3.9,Yes,High,Postgraduate,20.1,9,3,65.5
1090,Female,19,5.2,84.7,51.3,17,8.7,6.6,2.0,Yes,Low,Graduate,28.9,10,10,67.9
1091,Female,21,6.0,79.2,74.4,9,8.7,4.6,5.8,Yes,Low,High School,14.1,2,9,63.9
1092,Male,17,7.1,71.0,67.3,7,7.1,4.1,3.8,No,High,High School,13.1,8,1,76.6
1093,Male,19,2.9,85.0,87.2,5,8.3,3.7,1.1,No,High,Postgraduate,8.8,10,7,56.6
1094,Female,20,1.7,85.2,70.3,16,5.2,6.1,3.0,Yes,Medium,High School,23.9,8,1,62.4
1095,Female,22,3.7,71.0,37.8,17,7.4,2.2,2.3,Yes,Medium,Postgraduate,24.1,9,9,52.3
1096,Male,21,6.5,85.2,60.1,9,7.4,7.2,6.5,No,Low,Graduate,14.1,5,10,59.6
1097,Female,21,2.8,57.9,35.7,17,6.0,3.7,1.5,Yes,Low,Postgraduate,29.1,6,10,46.3
1098,Female,24,7.7,90.0,51.8,12,6.9,4.5,4.5,Yes,High,Graduate,18.5,7,3,83.4
1099,Male,20,1.0,56.0,87.5,2,5.8,2.5,5.9,No,Low,High School,7.2,10,4,45.4
1100,Male,19,5.9,95.2,56.5,7,4.7,2.8,4.1,No,Medium,Graduate,15.4,2,7,56.2
1101,Male,24,2.5,82.7,62.0,20,4.6,2.4,2.4,No,High,High School,23.4,1,10,49.2
1102,Male,18,1.5,66.6,68.9,17,7.3,4.8,6.7,No,Low,Graduate,8.9,1,7,44.1
1103,Male,23,4.4,99.8,84.6,10,7.3,7.4,4.6,No,Medium,Postgraduate,12.1,5,9,64.0
1104,Male,19,2.8,95.2,40.7,10,7.1,7.9,5.7,Yes,High,Graduate,29.8,1,2,43.3
1105,Female,20,2.3,96.8,91.0,1,6.1,1.5,1.0,No,Medium,High School,12.9,1,4,53.6
1106,Female,19,5.8,60.7,67.4,8,6.0,5.2,3.0,No,High,Postgraduate,8.3,1,1,56.7
1107,Male,22,0.9,96.4,97.9,8,8.0,6.2,4.1,No,Medium,High School,1.4,7,7,56.3
1108,Female,22,6.4,69.0,61.7,11,6.7,4.1,4.0,Yes,Low,Postgraduate,24.4,1,10,56.2
1109,Female,21,0.7,60.9,89.0,11,5.7,3.8,3.0,Yes,Low,Graduate,19.3,3,3,51.7
1110,Female,19,5.0,70.6,93.3,0,7.6,5.7,1.5,No,Medium,Graduate,21.1,3,2,58.0
1111,Female,23,4.1,73.1,83.1,19,4.8,1.2,1.0,Yes,Low,Postgraduate,1.4,5,2,69.8
1112,Female,24,4.1,78.2,60.0,15,9.0,1.9,6.2,Yes,Medium,Graduate,4.9,3,10,53.6
1113,Female,20,5.9,90.7,88.7,20,8.2,1.5,5.2,No,Medium,High School,13.5,3,1,82.6
1114,Male,21,5.7,87.8,89.6,17,4.7,4.9,6.8,Yes,Low,Postgraduate,17.2,3,6,79.2
1115,Female,21,6.1,77.7,90.4,11,8.1,7.9,2.2,No,Medium,Postgraduate,5.2,1,7,65.9
1116,Female,18,2.0,94.6,42.0,6,5.2,6.0,3.4,No,Medium,Graduate,23.2,9,10,44.7
1117,Male,18,2.3,68.2,75.4,5,6.7,1.2,6.1,No,Medium,Postgraduate,1.4,9,9,45.8
1118,Male,22,4.6,91.1,39.2,12,8.8,6.8,2.2,Yes,Medium,Postgraduate,26.9,4,1,60.1
1119,Female,24,3.0,65.3,54.3,1,8.4,7.0,5.6,No,High,Graduate,15.9,2,9,27.5
1120,Male,22,1.0,74.1,97.3,8,5.6,7.4,6.7,Yes,Medium,Postgraduate,19.0,5,5,49.9
1121,Male,19,3.9,90.3,41.8,20,7.6,6.3,5.7,No,High,Postgraduate,20.2,6,4,65.4
1122,Female,24,7.1,88.1,85.6,18,7.1,7.9,3.9,Yes,Medium,High School,9.0,3,10,74.1
1123,Male,21,3.9,61.2,58.7,1,8.1,7.0,6.9,Yes,Low,Postgraduate,19.8,9,7,47.9
1124,Male,20,4.9,62.3,49.8,18,8.1,2.1,1.2,Yes,High,Postgraduate,27.8,9,8,59.2
1125,Male,18,5.8,80.1,48.4,4,5.0,6.7,0.6,No,Medium,Graduate,12.0,4,3,60.8
1126,Male,21,0.8,56.3,88.0,19,7.5,4.9,5.7,Yes,Medium,Graduate,24.1,8,7,52.2
1127,Male,24,2.7,96.3,49.8,17,5.8,3.2,2.1,No,Medium,Postgraduate,19.6,2,10,49.4
1128,Male,24,2.0,68.9,89.6,18,5.9,5.7,1.1,No,Low,High School,11.7,1,4,61.2
1129,Female,23,6.6,97.5,95.0,18,6.2,6.8,2.7,No,Low,High School,1.4,1,7,80.9
1130,Female,22,5.4,96.2,53.8,2,7.7,5.9,6.3,Yes,Medium,Postgraduate,24.7,4,5,49.6
1131,Male,21,7.4,67.1,74.0,1,6.9,1.1,5.5,Yes,Medium,Postgraduate,22.0,4,7,60.0
1132,Male,24,4.7,73.2,59.5,14,8.0,4.7,4.0,No,High,High School,11.6,9,9,63.3
1133,Male,18,3.3,81.6,46.4,14,8.3,5.0,6.3,Yes,Medium,Postgraduate,23.2,1,10,40.1
1134,Male,22,3.2,93.2,74.8,18,7.0,7.1,3.0,Yes,Low,Graduate,11.5,5,2,71.7
1135,Male,18,4.3,98.7,42.4,15,6.6,5.9,4.9,Yes,High,Postgraduate,24.1,3,8,53.3
1136,Female,22,5.3,61.5,40.8,18,6.3,2.0,2.2,Yes,Medium,High School,24.5,3,3,62.3
1137,Male,22,7.1,96.1,51.7,11,5.7,1.9,5.9,No,High,High School,1.1,6,5,70.6
1138,Male,22,4.8,60.7,89.8,15,8.2,6.0,0.6,No,Medium,High School,14.3,1,2,70.1
1139,Female,17,2.1,61.1,88.4,15,9.0,4.5,6.5,Yes,Low,Graduate,16.1,10,6,65.6
1140,Female,17,7.6,91.8,46.5,8,7.7,2.7,1.4,No,Low,High School,23.8,7,2,73.8
1141,Male,18,7.6,83.9,82.4,1,4.9,5.0,6.8,No,Low,Graduate,3.3,10,3,80.6
1142,Female,22,7.1,88.5,49.3,14,4.7,5.0,1.8,Yes,Low,Graduate,8.4,1,8,59.5
1143,Male,24,5.8,99.5,40.5,16,7.1,3.2,5.1,No,High,Postgraduate,17.6,5,4,71.9
1144,Male,24,7.0,73.5,43.3,8,5.8,4.3,1.3,Yes,Medium,Postgraduate,3.4,2,10,56.3
1145,Male,18,7.3,87.6,39.5,8,6.0,2.1,5.5,No,Medium,High School,29.2,10,7,65.2
1146,Female,21,6.4,87.8,62.6,16,7.9,6.8,2.7,No,Low,Postgraduate,13.4,3,7,70.8
1147,Female,20,2.0,79.7,97.4,8,8.5,7.5,3.8,No,High,Graduate,12.8,9,5,67.2
1148,Female,22,1.5,57.1,56.0,14,8.2,7.5,5.1,Yes,Medium,Graduate,5.6,7,6,45.4
1149,Female,17,4.7,87.8,35.6,1,6.9,3.3,5.5,Yes,Low,High School,28.6,2,1,46.6
1150,Female,23,8.0,75.8,67.0,12,4.9,7.9,0.6,Yes,High,Postgraduate,6.1,6,5,79.9
1151,Male,19,5.3,73.3,74.1,7,5.9,7.4,2.2,Yes,Medium,Graduate,23.8,2,3,66.6
1152,Female,20,7.3,71.1,95.6,0,5.2,3.9,5.8,Yes,Medium,Postgraduate,20.9,1,2,65.9
1153,Male,19,4.9,74.8,91.1,10,4.6,3.0,6.7,No,High,Postgraduate,2.4,8,2,75.8
1154,Female,21,3.2,88.4,77.5,20,4.6,2.6,5.4,Yes,Medium,Postgraduate,1.4,2,1,63.6
1155,Female,18,5.7,81.1,35.2,11,5.1,1.2,1.9,Yes,High,Graduate,19.2,1,9,50.3
1156,Male,22,7.3,98.0,97.4,10,8.5,5.3,1.6,No,Low,High School,11.5,9,6,87.2
1157,Male,18,1.0,57.7,95.7,18,8.7,1.1,0.6,No,High,Graduate,14.8,10,7,66.3
1158,Female,21,0.8,86.3,50.2,15,6.8,5.9,1.3,No,Low,High School,1.1,4,4,47.6
1159,Male,23,4.2,72.0,88.4,5,6.0,1.1,1.5,No,Medium,High School,27.1,6,1,61.7
1160,Male,21,1.9,59.8,68.8,5,7.1,5.4,4.8,No,Low,High School,1.4,10,3,47.8
1161,Female,20,6.4,80.7,75.5,13,8.3,1.3,2.1,Yes,Low,High School,3.6,9,9,79.3
1162,Female,22,3.4,64.9,43.6,0,5.8,5.7,6.7,Yes,Low,High School,18.2,8,6,41.8
1163,Male,24,5.0,74.1,45.6,1,5.5,6.9,3.2,No,Medium,Postgraduate,6.4,3,1,54.4
1164,Male,19,2.4,99.2,91.1,19,5.1,7.4,1.2,Yes,Medium,Postgraduate,28.8,6,3,71.3
1165,Female,17,1.2,90.8,80.7,5,4.8,7.3,3.9,No,High,High School,13.6,2,9,41.0
1166,Female,19,6.3,77.6,48.3,11,6.0,4.9,5.2,Yes,Medium,Postgraduate,16.0,6,10,61.7
1167,Female,19,5.8,88.8,83.7,7,6.7,6.4,5.0,No,Low,Postgraduate,9.0,4,2,72.5
1168,Male,20,7.7,69.0,38.4,3,9.0,2.0,5.2,No,High,High School,19.1,8,3,58.7
1169,Male,18,6.8,65.3,76.7,4,4.8,1.6,2.3,No,Medium,Postgraduate,18.5,5,4,68.6
1170,Male,20,2.0,55.5,43.0,20,7.8,1.9,4.6,Yes,Low,Postgraduate,13.7,1,5,48.1
1171,Female,17,3.2,96.9,78.8,3,5.6,6.0,0.8,No,Medium,Graduate,6.7,3,9,45.3
1172,Male,20,5.6,92.1,56.7,19,5.5,6.8,3.5,Yes,Low,Postgraduate,1.7,6,7,76.6
1173,Male,18,1.7,81.9,61.2,2,6.6,3.6,4.5,Yes,Medium,High School,25.4,3,10,35.6
1174,Male,17,6.1,92.0,39.2,12,6.3,2.1,1.0,No,Medium,Postgraduate,26.7,4,2,65.8
1175,Male,18,7.8,73.8,96.1,12,6.6,6.3,6.3,No,Medium,Graduate,2.8,7,4,88.1
1176,Male,20,4.9,90.0,84.3,9,7.5,4.1,3.3,No,Medium,High School,9.8,4,5,68.8
1177,Female,20,5.0,62.5,47.0,5,6.2,4.0,5.9,No,High,High School,27.7,2,5,50.2
1178,Female,18,6.0,97.3,70.0,10,5.7,2.1,4.9,No,Low,Postgraduate,8.0,9,1,80.7
1179,Male,21,2.8,91.9,40.3,19,7.1,3.7,1.9,No,Low,Graduate,20.3,9,6,63.9
1180,Female,24,3.2,65.6,50.5,6,8.8,1.2,5.0,No,Low,Graduate,29.4,2,2,46.4
1181,Female,22,2.5,93.9,84.0,12,8.6,4.9,2.2,Yes,Medium,High School,13.7,6,8,59.1
1182,Female,19,4.7,99.6,52.1,12,8.7,5.2,3.8,Yes,Low,Graduate,9.3,2,7,54.8
1183,Female,19,0.7,86.4,35.5,10,8.7,7.6,6.5,No,High,High School,10.4,5,9,27.7
1184,Female,18,7.5,80.9,60.0,14,5.3,7.0,2.1,No,Low,Graduate,4.6,8,5,75.7
1185,Female,22,6.6,57.4,77.1,8,7.4,5.1,2.1,No,Low,Postgraduate,24.5,3,7,65.9
1186,Male,24,3.9,73.6,76.4,14,5.5,7.7,4.9,No,Low,High School,28.0,1,1,63.4
1187,Female,21,1.1,87.8,63.1,17,5.8,2.1,2.9,No,High,Postgraduate,26.8,5,3,55.4
1188,Male,20,4.2,60.1,47.2,5,8.4,7.5,4.9,No,Medium,Graduate,4.8,9,7,51.6
1189,Female,18,3.7,85.7,60.6,6,6.6,1.8,6.4,Yes,Medium,Graduate,19.8,1,6,49.4
1190,Female,20,5.4,57.1,36.6,4,6.7,5.8,5.2,Yes,Medium,High School,18.5,2,5,39.7
1191,Male,20,2.2,80.8,84.9,6,7.9,4.7,4.6,Yes,Low,Graduate,19.1,2,8,51.1
1192,Female,19,3.1,61.9,83.9,5,8.6,1.2,4.7,No,High,Graduate,25.0,10,8,57.7
1193,Male,19,6.9,85.7,92.3,4,5.3,5.5,5.5,Yes,Medium,Graduate,25.7,8,4,79.8
1194,Male,24,5.7,92.3,84.2,7,8.0,2.6,2.0,No,Low,High School,17.0,7,2,76.7
1195,Male,17,3.9,78.0,59.5,15,8.0,1.8,3.8,No,Low,High School,12.5,3,4,58.6
1196,Female,23,3.2,93.0,86.9,17,5.5,7.7,4.9,No,High,Graduate,23.6,3,2,75.2
1197,Male,18,4.1,69.6,82.5,4,5.2,7.9,6.8,No,Medium,High School,11.0,3,3,59.0
1198,Female,20,7.9,93.6,70.7,20,8.4,2.3,6.7,No,High,High School,27.1,7,1,92.0
1199,Female,24,2.3,95.4,84.8,15,8.4,2.7,6.1,No,Low,High School,1.2,2,9,50.7
1200,Female,19,5.5,65.3,70.2,9,8.0,5.6,2.6,No,High,High School,15.8,1,2,58.8
1201,Female,21,2.7,73.0,71.0,15,7.5,3.7,2.5,Yes,Low,Postgraduate,20.1,5,8,50.5
1202,Male,23,3.3,74.3,80.4,2,4.8,6.4,4.9,Yes,High,Graduate,14.1,6,7,47.4
1203,Female,18,4.2,91.2,38.8,0,8.2,1.1,1.6,Yes,High,Postgraduate,3.6,3,1,43.1
1204,Female,20,2.8,97.3,71.0,13,8.6,5.3,3.5,Yes,Low,Graduate,15.2,10,8,63.1
1205,Female,23,4.1,58.6,72.9,5,5.1,5.6,4.9,No,Low,Postgraduate,28.1,1,8,48.6
1206,Male,22,7.6,85.8,91.7,9,5.4,5.2,4.6,Yes,Low,High School,5.2,7,6,80.5
1207,Female,24,1.7,81.4,57.2,0,8.0,4.4,3.0,Yes,High,High School,1.0,5,10,34.2
1208,Female,21,3.7,80.3,59.9,9,7.0,6.3,3.7,Yes,Medium,High School,12.2,5,10,49.3
1209,Female,21,3.1,86.1,37.1,10,4.6,3.8,2.8,No,High,High School,28.9,4,8,40.0
1210,Female,24,3.8,59.9,75.0,20,6.1,5.0,3.0,Yes,Low,Graduate,11.1,6,4,64.0
1211,Female,23,1.7,62.2,61.1,6,6.4,2.6,1.0,No,Medium,Graduate,20.1,6,10,34.9
1212,Female,20,2.4,98.8,82.5,9,7.9,3.2,2.2,Yes,High,Graduate,9.0,2,5,57.1
1213,Male,22,3.9,65.2,90.5,13,5.7,4.7,4.9,No,Low,Postgraduate,22.0,9,3,68.5
1214,Male,17,5.9,64.8,71.3,17,7.4,7.2,4.3,No,Low,High School,21.0,5,2,72.8
1215,Female,19,1.4,76.5,37.7,10,5.9,7.0,2.8,Yes,Low,High School,1.3,5,7,36.2
1216,Male,22,2.8,80.5,88.4,12,8.7,2.0,4.5,Yes,Low,High School,6.9,10,1,75.6
1217,Female,17,7.0,70.0,59.8,11,6.9,5.2,1.7,No,Low,Postgraduate,18.7,10,6,75.3
1218,Female,17,7.6,66.7,57.7,9,5.4,5.9,3.1,Yes,Medium,High School,6.5,4,2,66.4
1219,Male,17,3.6,97.0,81.7,1,8.4,2.4,3.5,No,Low,Postgraduate,14.1,3,5,53.5
1220,Male,21,4.8,77.7,78.7,12,8.0,4.8,0.7,No,High,High School,5.4,9,6,73.3
1221,Female,17,6.5,59.0,76.7,15,6.5,3.0,3.5,Yes,Low,Postgraduate,24.0,4,1,74.6
1222,Male,20,6.8,97.6,45.3,17,7.2,3.0,3.0,Yes,Low,Postgraduate,29.8,3,8,71.4
1223,Male,20,5.2,65.5,43.6,4,6.0,5.0,1.2,No,Medium,Graduate,13.8,4,1,50.4
1224,Female,22,6.0,60.5,91.8,14,6.1,6.7,3.3,Yes,High,High School,6.0,7,3,82.3
1225,Male,20,5.3,64.5,39.9,5,8.6,6.1,4.1,No,High,High School,2.4,5,8,43.4
1226,Male,19,4.6,75.6,94.6,18,8.1,6.6,6.5,Yes,Medium,High School,26.6,1,2,72.4
1227,Female,22,0.9,91.6,80.5,8,7.5,4.8,5.2,No,Medium,High School,19.0,2,8,44.2
